SMILES;cpd;ChEBI;compoundname;value_NR_AR;label_NR_AR;value_NR_AR_LBD;label_NR_AR_LBD;value_NR_AhR;label_NR_AhR;value_NR_Aromatase;label_NR_Aromatase;value_NR_ER;label_NR_ER;value_NR_ER_LBD;label_NR_ER_LBD;value_NR_PPAR_gamma;label_NR_PPAR_gamma;value_NR_GR;label_NR_GR;value_NR_TR;label_NR_TR;value_SR_ARE;label_SR_ARE;value_SR_ATAD5;label_SR_ATAD5;value_SR_HSE;label_SR_HSE;value_SR_MMP;label_SR_MMP;value_SR_p53;label_SR_p53;value_Gen_AMES_Mutagenesis;label_Gen_AMES_Mutagenesis;value_Gen_Carcinogenesis;label_Gen_Carcinogenesis;value_Gen_Micronucleus;label_Gen_Micronucleus;value_Env_Fathead_Minnow;label_Env_Fathead_Minnow;value_Env_T_Pyriformis;label_Env_T_Pyriformis;value_Env_Honey_Bee;label_Env_Honey_Bee;value_Env_Biodegradation;label_Env_Biodegradation;value_Env_Crustacean;label_Env_Crustacean;value_Env_Avian;label_Env_Avian;value_Org_Skin_Sensitisation;label_Org_Skin_Sensitisation;value_Org_hERG_I_Inhibitor;label_Org_hERG_I_Inhibitor;value_Org_hERG_II_Inhibitor;label_Org_hERG_II_Inhibitor;value_Org_Liver_Injury_I;label_Org_Liver_Injury_I;value_Org_Liver_Injury_II;label_Org_Liver_Injury_II;value_Org_Eye_Irritation;label_Org_Eye_Irritation;value_Org_Eye_Corrosion;label_Org_Eye_Corrosion;value_Org_Respiratory_Disease;label_Org_Respiratory_Disease
OC(=O)COc1cc(Cl)c(Cl)cc1Cl;C07100;27903;2.4.5-Trichlorophenoxyacetic acid;0;High Safety;0;High Safety;0.05;High Safety;0;High Safety;0.09;High Safety;0.02;High Safety;0.07;High Safety;0;High Safety;0.65;Low Toxicity;0.58;Low Toxicity;0.02;High Safety;0;High Safety;0.09;High Safety;0.09;High Safety;0;High Safety;0.15;High Safety;0.5;Low Toxicity;0.91;High Toxicity;0.99;High Toxicity;0.09;High Safety;0.11;High Safety;0.09;High Safety;0;High Safety;0.4;Low Safety;0.04;High Safety;0.04;High Safety;0.15;High Safety;0.21;Medium Safety;0.98;High Toxicity;0.38;Low Safety;0;High Safety
OC(CCl)CCl;C14399;18917;1.3-Dichloro-2-propanol;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0.04;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0.01;High Safety;0.03;High Safety;0;High Safety;0;High Safety;0.01;High Safety;0.98;High Toxicity;0.15;High Safety;0.5;Low Toxicity;0.13;High Safety;0.39;Low Safety;0.74;Medium Toxicity;0.29;Medium Safety;0;High Safety;0;High Safety;0.28;Medium Safety;0.04;High Safety;0.53;Low Toxicity;0.02;High Safety;0.36;Low Safety;0.99;High Toxicity;0.96;High Toxicity;0.31;Medium Safety
OC(O)C(Cl)(Cl)Cl;C06899;28142;Chloral hydrate;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0.04;High Safety;0.03;High Safety;0.03;High Safety;0;High Safety;0.03;High Safety;0.06;High Safety;0.01;High Safety;0;High Safety;0.01;High Safety;0.03;High Safety;1;High Toxicity;0.15;High Safety;0.5;Low Toxicity;0.1;High Safety;0.75;Medium Toxicity;0.87;High Toxicity;0.01;High Safety;0;High Safety;0.06;High Safety;0.4;Low Safety;0.08;High Safety;0.77;Medium Toxicity;0;High Safety;0.37;Low Safety;0.98;High Toxicity;0.36;Low Safety;0.27;Medium Safety
Oc1c(C=O)ccc2ccccc12;C11427;28091;1-Hydroxy-2-naphthaldehyde;0;High Safety;0.02;High Safety;0.79;Medium Toxicity;0.01;High Safety;0.21;Medium Safety;0.02;High Safety;0.02;High Safety;0.02;High Safety;0.03;High Safety;0.3;Medium Safety;0.04;High Safety;0.05;High Safety;0.61;Low Toxicity;0.21;Medium Safety;0.52;Low Toxicity;0.1;High Safety;0.5;Low Toxicity;0.93;High Toxicity;0.99;High Toxicity;0.23;Medium Safety;0.33;Medium Safety;0.77;Medium Toxicity;0.01;High Safety;0.74;Medium Toxicity;0.06;High Safety;0.05;High Safety;0.11;High Safety;0.24;Medium Safety;1;High Toxicity;0.48;Low Safety;0.31;Medium Safety
Oc1c(ccc2ccccc12)C([O-])=O;C03203;15992;1-Hydroxy-2-naphthoate;0;High Safety;0.01;High Safety;0.8;Medium Toxicity;0;High Safety;0.21;Medium Safety;0.01;High Safety;0.04;High Safety;0.06;High Safety;0.11;High Safety;0.34;Low Safety;0.02;High Safety;0.05;High Safety;0.1;High Safety;0.12;High Safety;0.52;Low Toxicity;0.15;High Safety;0.5;Low Toxicity;0.57;Low Toxicity;0.87;High Toxicity;0.34;Low Safety;0.15;High Safety;0.09;High Safety;0;High Safety;0.43;Low Safety;0.05;High Safety;0.02;High Safety;0.41;Low Safety;0.17;Medium Safety;0.99;High Toxicity;0.38;Low Safety;0.29;Medium Safety
Oc1c(Cl)cc(c(Cl)c1Cl)-c1cc(Cl)c(Cl)c(Cl)c1Cl;C14726;34194;2.2'.3.3'.4'.5.5'-Heptachloro-4-biphenylol;0.05;High Safety;0.01;High Safety;0.18;Medium Safety;0.11;High Safety;0.19;Medium Safety;0.03;High Safety;0.66;Low Toxicity;0.36;Low Safety;0.52;Low Toxicity;0.48;Low Safety;0.02;High Safety;0.33;Medium Safety;0.76;Medium Toxicity;0.46;Low Safety;0.11;High Safety;0.15;High Safety;0.5;Low Toxicity;1;High Toxicity;0.98;High Toxicity;0.99;High Toxicity;0.01;High Safety;0.99;High Toxicity;0.37;Low Safety;0.87;High Toxicity;0.1;High Safety;0.26;Medium Safety;0.02;High Safety;0.36;Low Safety;0.98;High Toxicity;0.12;High Safety;0.26;Medium Safety
Oc1c(Cl)cc(Cl)cc1-c1ccccc1;C14370;34279;2-Hydroxy-3.5-dichlorobiphenyl;0.36;Low Safety;0.01;High Safety;0.29;Medium Safety;0.11;High Safety;0.31;Medium Safety;0.12;High Safety;0.04;High Safety;0.08;High Safety;0.5;Low Toxicity;0.56;Low Toxicity;0.04;High Safety;0.16;High Safety;0.99;High Toxicity;0.16;High Safety;0.32;Medium Safety;0.15;High Safety;0.5;Low Toxicity;0.99;High Toxicity;1;High Toxicity;0.52;Low Toxicity;0.04;High Safety;0.95;High Toxicity;0.01;High Safety;0.86;High Toxicity;0.08;High Safety;0.08;High Safety;0.32;Medium Safety;0.23;Medium Safety;0.95;High Toxicity;0.35;Low Safety;0.31;Medium Safety
Oc1c(Cl)cc(Cl)cc1Cl;C07098;28755;2.4.6-Trichlorophenol;0;High Safety;0;High Safety;0.25;Medium Safety;0;High Safety;0.04;High Safety;0.01;High Safety;0.03;High Safety;0;High Safety;0.2;Medium Safety;0.94;High Toxicity;0.02;High Safety;0;High Safety;0.97;High Toxicity;0.23;Medium Safety;0;High Safety;0.15;High Safety;0.5;Low Toxicity;1;High Toxicity;1;High Toxicity;0.91;High Toxicity;0.19;Medium Safety;0.99;High Toxicity;0.75;Medium Toxicity;0.94;High Toxicity;0.01;High Safety;0.1;High Safety;0.03;High Safety;0.31;Medium Safety;0.99;High Toxicity;0.97;High Toxicity;0.27;Medium Safety
Oc1c(O)c2cccc3ccc4cccc1c4c23;C18250;81601;4.5-Dihydroxypyrene;0.03;High Safety;0.05;High Safety;0.9;High Toxicity;0.04;High Safety;0.59;Low Toxicity;0.65;Low Toxicity;0.06;High Safety;0.78;Medium Toxicity;0.37;Low Safety;0.56;Low Toxicity;0.16;High Safety;0.19;Medium Safety;0.97;High Toxicity;0.66;Low Toxicity;0.67;Medium Toxicity;0.15;High Safety;0.5;Low Toxicity;0.97;High Toxicity;0.99;High Toxicity;0.13;High Safety;0.02;High Safety;0.83;Medium Toxicity;0.29;Medium Safety;0.8;Medium Toxicity;0.13;High Safety;0.49;Low Safety;0.2;Medium Safety;0.17;Medium Safety;0.99;High Toxicity;0.15;High Safety;0.27;Medium Safety
OC1c2ccccc2-c2ccccc12;C06711;16904;Fluoren-9-ol;0.02;High Safety;0.02;High Safety;0.1;High Safety;0.03;High Safety;0.25;Medium Safety;0.07;High Safety;0.02;High Safety;0.03;High Safety;0.07;High Safety;0.26;Medium Safety;0.04;High Safety;0.01;High Safety;0.07;High Safety;0.04;High Safety;0.64;Low Toxicity;0.15;High Safety;0.5;Low Toxicity;0.96;High Toxicity;0.98;High Toxicity;0.43;Low Safety;0.26;Medium Safety;0.87;High Toxicity;0.02;High Safety;0.94;High Toxicity;0.08;High Safety;0.1;High Safety;0.67;Medium Toxicity;0.49;Low Safety;0.96;High Toxicity;0.6;Low Toxicity;0.46;Low Safety
Oc1cc(Cl)c(Cl)cc1Cl;C07101;28520;2.4.5-Trichlorophenol;0;High Safety;0;High Safety;0.25;Medium Safety;0;High Safety;0.04;High Safety;0.01;High Safety;0.03;High Safety;0;High Safety;0.2;Medium Safety;0.9;High Toxicity;0.01;High Safety;0;High Safety;0.97;High Toxicity;0.23;Medium Safety;0;High Safety;0.15;High Safety;0.5;Low Toxicity;0.99;High Toxicity;1;High Toxicity;0.91;High Toxicity;0.17;Medium Safety;1;High Toxicity;0.75;Medium Toxicity;0.94;High Toxicity;0.01;High Safety;0.1;High Safety;0.08;High Safety;0.39;Low Safety;0.99;High Toxicity;0.97;High Toxicity;0.32;Medium Safety
Oc1ccc(cc1)[N+]([O-])=O;C00870;16836;4-Nitrophenol;0;High Safety;0;High Safety;0.05;High Safety;0;High Safety;0.26;Medium Safety;0.03;High Safety;0.01;High Safety;0.02;High Safety;0;High Safety;0.14;High Safety;0.01;High Safety;0;High Safety;0.85;High Toxicity;0.03;High Safety;0;High Safety;0;High Safety;0.5;Low Toxicity;0.82;Medium Toxicity;0.99;High Toxicity;0.61;Low Toxicity;0.26;Medium Safety;1;High Toxicity;0.01;High Safety;0.97;High Toxicity;0.02;High Safety;0.14;High Safety;0.23;Medium Safety;0.3;Medium Safety;0.99;High Toxicity;0.74;Medium Toxicity;0.19;Medium Safety
Oc1ccc(cc1)C1(OC(=O)c2ccccc12)c1ccc(O)cc1;C14286;34914;Phenolphthalein;0;High Safety;0;High Safety;0.56;Low Toxicity;0;High Safety;0.83;Medium Toxicity;0.53;Low Toxicity;0.03;High Safety;0.54;Low Toxicity;0.15;High Safety;0.16;High Safety;0.05;High Safety;0;High Safety;0.91;High Toxicity;0.11;High Safety;0;High Safety;0.15;High Safety;0.5;Low Toxicity;0.97;High Toxicity;0.98;High Toxicity;0.49;Low Safety;0.33;Medium Safety;1;High Toxicity;0.01;High Safety;0.72;Medium Toxicity;0.12;High Safety;0.48;Low Safety;0;High Safety;0.36;Low Safety;0.98;High Toxicity;0;High Safety;0;High Safety
Oc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O;C02496;42017;2.4-Dinitrophenol;0;High Safety;0.02;High Safety;0.12;High Safety;0;High Safety;0.09;High Safety;0;High Safety;0.02;High Safety;0.82;Medium Toxicity;0.06;High Safety;0.78;Medium Toxicity;0.03;High Safety;0;High Safety;0.9;High Toxicity;0.06;High Safety;0;High Safety;0.09;High Safety;0.51;Low Toxicity;0.99;High Toxicity;1;High Toxicity;0.99;High Toxicity;0.08;High Safety;0.25;Medium Safety;0.03;High Safety;0.98;High Toxicity;0.01;High Safety;0.09;High Safety;0.46;Low Safety;0.34;Low Safety;0.98;High Toxicity;0.71;Medium Toxicity;1;High Toxicity
Oc1ccc(Cl)c(Cl)c1;C14462;34323;3.4-Dichlorophenol;0;High Safety;0;High Safety;0.07;High Safety;0;High Safety;0.15;High Safety;0.18;Medium Safety;0.03;High Safety;0;High Safety;0.23;Medium Safety;0.7;Medium Toxicity;0.01;High Safety;0;High Safety;0.93;High Toxicity;0.1;High Safety;0;High Safety;0.15;High Safety;0.5;Low Toxicity;0.99;High Toxicity;1;High Toxicity;0.09;High Safety;0.05;High Safety;0.98;High Toxicity;0.98;High Toxicity;0.9;High Toxicity;0.02;High Safety;0.09;High Safety;0.18;Medium Safety;0.34;Low Safety;0.99;High Toxicity;0.99;High Toxicity;0.37;Low Safety
Oc1ccc(Cl)cc1-c1cc(Cl)c(Cl)c(Cl)c1Cl;C14372;34278;2-Hydroxy-2'.3'.4'.5.5'-pentachlorobiphenyl;0.15;High Safety;0;High Safety;0.37;Low Safety;0.12;High Safety;0.25;Medium Safety;0.13;High Safety;0.61;Low Toxicity;0.37;Low Safety;0.53;Low Toxicity;0.59;Low Toxicity;0.02;High Safety;0.45;Low Safety;0.89;High Toxicity;0.64;Low Toxicity;0.16;High Safety;0.15;High Safety;0.5;Low Toxicity;0.99;High Toxicity;0.98;High Toxicity;0.96;High Toxicity;0.01;High Safety;0.98;High Toxicity;0.03;High Safety;0.88;High Toxicity;0.1;High Safety;0.25;Medium Safety;0.13;High Safety;0.37;Low Safety;0.95;High Toxicity;0.11;High Safety;0.39;Low Safety
Oc1ccc(Cl)cc1Cl;C02625;16738;2.4-Dichlorophenol;0;High Safety;0;High Safety;0.03;High Safety;0;High Safety;0.05;High Safety;0.01;High Safety;0.02;High Safety;0;High Safety;0.23;Medium Safety;0.09;High Safety;0.01;High Safety;0;High Safety;0.97;High Toxicity;0.08;High Safety;0;High Safety;0.15;High Safety;0.5;Low Toxicity;0.99;High Toxicity;1;High Toxicity;0.43;Low Safety;0.04;High Safety;1;High Toxicity;0.77;Medium Toxicity;0.91;High Toxicity;0.02;High Safety;0.09;High Safety;0.24;Medium Safety;0.27;Medium Safety;0.99;High Toxicity;0.99;High Toxicity;0.36;Low Safety
Oc1ccc2cc3ccc4cccc5ccc(c2c1O)c3c45;C18278;81629;9.10-Dihydroxybenzo[a]pyrene;0.02;High Safety;0.28;Medium Safety;0.95;High Toxicity;0.07;High Safety;0.36;Low Safety;0.31;Medium Safety;0.06;High Safety;0.61;Low Toxicity;0.41;Low Safety;0.73;Medium Toxicity;0.05;High Safety;0.19;Medium Safety;0.9;High Toxicity;0.68;Medium Toxicity;0.87;High Toxicity;0.15;High Safety;0.5;Low Toxicity;0.99;High Toxicity;0.99;High Toxicity;0.14;High Safety;0.01;High Safety;0.92;High Toxicity;0.39;Low Safety;0.91;High Toxicity;0.2;Medium Safety;0.53;Low Toxicity;0.48;Low Safety;0.22;Medium Safety;0.99;High Toxicity;0.09;High Safety;0.27;Medium Safety
Oc1ccc2cc3ccccc3cc2c1O;C16204;80376;1.2-Anthracenediol;0.05;High Safety;0.09;High Safety;0.98;High Toxicity;0.1;High Safety;0.39;Low Safety;0.83;Medium Toxicity;0.04;High Safety;0.5;Low Toxicity;0.16;High Safety;0.57;Low Toxicity;0.05;High Safety;0.23;Medium Safety;0.88;High Toxicity;0.42;Low Safety;0.76;Medium Toxicity;0.15;High Safety;0.5;Low Toxicity;0.96;High Toxicity;0.98;High Toxicity;0.33;Medium Safety;0.04;High Safety;0.79;Medium Toxicity;0.34;Low Safety;0.93;High Toxicity;0.17;Medium Safety;0.38;Low Safety;0.35;Low Safety;0.23;Medium Safety;0.97;High Toxicity;0.29;Medium Safety;0.24;Medium Safety
Oc1ccc2ccc3ccccc3c2c1O;C03164;16760;Phenanthrene-3.4-diol;0.03;High Safety;0.09;High Safety;0.96;High Toxicity;0.07;High Safety;0.42;Low Safety;0.58;Low Toxicity;0.06;High Safety;0.59;Low Toxicity;0.16;High Safety;0.59;Low Toxicity;0.06;High Safety;0.22;Medium Safety;0.92;High Toxicity;0.39;Low Safety;0.73;Medium Toxicity;0.15;High Safety;0.5;Low Toxicity;0.99;High Toxicity;0.98;High Toxicity;0.21;Medium Safety;0.04;High Safety;0.76;Medium Toxicity;0.31;Medium Safety;0.93;High Toxicity;0.22;Medium Safety;0.36;Low Safety;0.03;High Safety;0.2;Medium Safety;0.98;High Toxicity;0.17;Medium Safety;0.34;Low Safety
Oc1ccc2ccccc2c1O;C03012;17435;Naphthalene-1.2-diol;0.02;High Safety;0.09;High Safety;0.83;Medium Toxicity;0.03;High Safety;0.2;Medium Safety;0.15;High Safety;0.03;High Safety;0.27;Medium Safety;0.03;High Safety;0.62;Low Toxicity;0.01;High Safety;0.24;Medium Safety;0.51;Low Toxicity;0.08;High Safety;0.64;Low Toxicity;0.15;High Safety;0.5;Low Toxicity;0.96;High Toxicity;0.95;High Toxicity;0.16;High Safety;0.6;Low Toxicity;0.74;Medium Toxicity;0.01;High Safety;0.93;High Toxicity;0.07;High Safety;0.09;High Safety;0.1;High Safety;0.31;Medium Safety;0.99;High Toxicity;0.48;Low Safety;0.23;Medium Safety
Oc1cccc(-c2ccc(Cl)cc2)c1O;C06586;28979;2.3-Dihydroxy-4'-chlorobiphenyl;0.13;High Safety;0.02;High Safety;0.38;Low Safety;0.09;High Safety;0.25;Medium Safety;0.07;High Safety;0.04;High Safety;0.3;Medium Safety;0.18;Medium Safety;0.61;Low Toxicity;0.02;High Safety;0.36;Low Safety;0.98;High Toxicity;0.19;Medium Safety;0.31;Medium Safety;0.15;High Safety;0.5;Low Toxicity;1;High Toxicity;0.99;High Toxicity;0.06;High Safety;0.18;Medium Safety;0.8;Medium Toxicity;0.01;High Safety;0.83;Medium Toxicity;0.04;High Safety;0.09;High Safety;0.49;Low Safety;0.4;Low Safety;0.56;Low Toxicity;0.24;Medium Safety;0.38;Low Safety
Oc1cccc(c1)C([O-])=O;C00587;16193;3-Hydroxybenzoate;0.07;High Safety;0.01;High Safety;0.06;High Safety;0;High Safety;0.09;High Safety;0.03;High Safety;0.02;High Safety;0.05;High Safety;0.02;High Safety;0.06;High Safety;0.01;High Safety;0;High Safety;0.12;High Safety;0.01;High Safety;0.37;Low Safety;0.15;High Safety;0.5;Low Toxicity;0.39;Low Safety;0.53;Low Toxicity;0.03;High Safety;0.96;High Toxicity;0.07;High Safety;0;High Safety;0.3;Medium Safety;0;High Safety;0.02;High Safety;0.21;Medium Safety;0.21;Medium Safety;1;High Toxicity;0.55;Low Toxicity;0.25;Medium Safety
Oc1cccc2C(=O)c3cccc(O)c3C(=O)c12;C10312;3682;Danthron;0;High Safety;0;High Safety;0.5;Low Toxicity;0;High Safety;0.51;Low Toxicity;0.16;High Safety;0.02;High Safety;0.2;Medium Safety;0;High Safety;0.74;Medium Toxicity;0.05;High Safety;0.01;High Safety;0.92;High Toxicity;0.1;High Safety;1;High Toxicity;0.12;High Safety;0.5;Low Toxicity;0.85;High Toxicity;1;High Toxicity;0.09;High Safety;0.1;High Safety;0.67;Medium Toxicity;0.01;High Safety;0.73;Medium Toxicity;0.02;High Safety;0.12;High Safety;0.7;Medium Toxicity;0.24;Medium Safety;0.97;High Toxicity;0.03;High Safety;0.57;Low Toxicity
Oc1ccccc1;C00146;15882;Phenol;0;High Safety;0;High Safety;0.03;High Safety;0;High Safety;0.22;Medium Safety;0.2;Medium Safety;0.02;High Safety;0.01;High Safety;0.08;High Safety;0.03;High Safety;0.01;High Safety;0;High Safety;0.05;High Safety;0.01;High Safety;0;High Safety;0.15;High Safety;0.5;Low Toxicity;0.79;Medium Toxicity;0.97;High Toxicity;0.65;Low Toxicity;0.87;High Toxicity;0.5;Low Toxicity;0.01;High Safety;0.68;Medium Toxicity;0.01;High Safety;0.17;Medium Safety;0.19;Medium Safety;0.61;Low Toxicity;1;High Toxicity;0.99;High Toxicity;0;High Safety
Oc1ccccc1;C00146;15882;Phenol;0;High Safety;0;High Safety;0.03;High Safety;0;High Safety;0.22;Medium Safety;0.2;Medium Safety;0.02;High Safety;0.01;High Safety;0.08;High Safety;0.03;High Safety;0.01;High Safety;0;High Safety;0.05;High Safety;0.01;High Safety;0;High Safety;0.15;High Safety;0.5;Low Toxicity;0.79;Medium Toxicity;0.97;High Toxicity;0.65;Low Toxicity;0.87;High Toxicity;0.5;Low Toxicity;0.01;High Safety;0.68;Medium Toxicity;0.01;High Safety;0.17;Medium Safety;0.19;Medium Safety;0.61;Low Toxicity;1;High Toxicity;0.99;High Toxicity;0;High Safety
Oc1ccccc1;C15584;15882;Phenol;0;High Safety;0;High Safety;0.03;High Safety;0;High Safety;0.22;Medium Safety;0.2;Medium Safety;0.02;High Safety;0.01;High Safety;0.08;High Safety;0.03;High Safety;0.01;High Safety;0;High Safety;0.05;High Safety;0.01;High Safety;0;High Safety;0.15;High Safety;0.5;Low Toxicity;0.79;Medium Toxicity;0.97;High Toxicity;0.65;Low Toxicity;0.87;High Toxicity;0.5;Low Toxicity;0.01;High Safety;0.68;Medium Toxicity;0.01;High Safety;0.17;Medium Safety;0.19;Medium Safety;0.61;Low Toxicity;1;High Toxicity;0.99;High Toxicity;0;High Safety
Oc1ccccc1;C15584;15882;Phenol;0;High Safety;0;High Safety;0.03;High Safety;0;High Safety;0.22;Medium Safety;0.2;Medium Safety;0.02;High Safety;0.01;High Safety;0.08;High Safety;0.03;High Safety;0.01;High Safety;0;High Safety;0.05;High Safety;0.01;High Safety;0;High Safety;0.15;High Safety;0.5;Low Toxicity;0.79;Medium Toxicity;0.97;High Toxicity;0.65;Low Toxicity;0.87;High Toxicity;0.5;Low Toxicity;0.01;High Safety;0.68;Medium Toxicity;0.01;High Safety;0.17;Medium Safety;0.19;Medium Safety;0.61;Low Toxicity;1;High Toxicity;0.99;High Toxicity;0;High Safety
Oc1ccccc1Cl;C14219;47083;2-Chlorophenol;0;High Safety;0;High Safety;0.08;High Safety;0;High Safety;0.06;High Safety;0.01;High Safety;0.02;High Safety;0;High Safety;0;High Safety;0.02;High Safety;0.01;High Safety;0;High Safety;0.12;High Safety;0.02;High Safety;0;High Safety;0.15;High Safety;0.5;Low Toxicity;0.89;High Toxicity;1;High Toxicity;0.04;High Safety;0.12;High Safety;0.89;High Toxicity;0.03;High Safety;0.8;Medium Toxicity;0.01;High Safety;0.1;High Safety;0.2;Medium Safety;0.48;Low Safety;0.99;High Toxicity;0.99;High Toxicity;0.14;High Safety
Oc1ccccc1O;C00090;18135;Catechol;0;High Safety;0;High Safety;0.86;High Toxicity;0.08;High Safety;0.11;High Safety;0.56;Low Toxicity;0.02;High Safety;0.23;Medium Safety;0;High Safety;0.69;Medium Toxicity;0.01;High Safety;0;High Safety;0.06;High Safety;0.08;High Safety;0.13;High Safety;0.15;High Safety;0.5;Low Toxicity;0.87;High Toxicity;0.95;High Toxicity;0.51;Low Toxicity;0.64;Low Toxicity;0.35;Low Safety;0.01;High Safety;0.84;High Toxicity;0;High Safety;0.16;High Safety;0.15;High Safety;0.47;Low Safety;0.99;High Toxicity;0.85;High Toxicity;0;High Safety
OC1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O;C07359;7823;Oxazepam;1;High Toxicity;0.03;High Safety;0.33;Medium Safety;0;High Safety;0.29;Medium Safety;0.02;High Safety;0.02;High Safety;0.5;Low Toxicity;0.55;Low Toxicity;0.21;Medium Safety;0.06;High Safety;0;High Safety;0.02;High Safety;0.2;Medium Safety;0;High Safety;0.1;High Safety;0.51;Low Toxicity;0.95;High Toxicity;0.99;High Toxicity;0.24;Medium Safety;0.03;High Safety;0.69;Medium Toxicity;0.04;High Safety;0.8;Medium Toxicity;0.03;High Safety;0.11;High Safety;0.05;High Safety;0.02;High Safety;0.04;High Safety;0;High Safety;0.93;High Toxicity
OCC(O)CCl;C18676;18721;alpha-Chlorohydrin;0;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0.04;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0.02;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0.01;High Safety;1;High Toxicity;0.15;High Safety;0.5;Low Toxicity;0.05;High Safety;0.2;Medium Safety;0.54;Low Toxicity;0.75;Medium Toxicity;0.07;High Safety;0;High Safety;0.32;Medium Safety;0.02;High Safety;0.49;Low Safety;0.02;High Safety;0.49;Low Safety;0.98;High Toxicity;0.89;High Toxicity;0.37;Low Safety
OCc1ccccc1;C00556;17987;Benzyl alcohol;0;High Safety;0;High Safety;0.03;High Safety;0;High Safety;0.07;High Safety;0.01;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0.15;High Safety;0.5;Low Toxicity;0.28;Medium Safety;0.91;High Toxicity;0.88;High Toxicity;0.87;High Toxicity;0;High Safety;0.01;High Safety;0.9;High Toxicity;0.02;High Safety;0.09;High Safety;0.2;Medium Safety;0.57;Low Toxicity;1;High Toxicity;0.95;High Toxicity;0.25;Medium Safety
OCc1ccccc1;C00556;17987;Benzyl alcohol;0;High Safety;0;High Safety;0.03;High Safety;0;High Safety;0.07;High Safety;0.01;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0.15;High Safety;0.5;Low Toxicity;0.28;Medium Safety;0.91;High Toxicity;0.88;High Toxicity;0.87;High Toxicity;0;High Safety;0.01;High Safety;0.9;High Toxicity;0.02;High Safety;0.09;High Safety;0.2;Medium Safety;0.57;Low Toxicity;1;High Toxicity;0.95;High Toxicity;0.25;Medium Safety
OCc1ccccc1;C03485;17987;Aromatic primary alcohol;0;High Safety;0;High Safety;0.03;High Safety;0;High Safety;0.07;High Safety;0.01;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0.15;High Safety;0.5;Low Toxicity;0.28;Medium Safety;0.91;High Toxicity;0.88;High Toxicity;0.87;High Toxicity;0;High Safety;0.01;High Safety;0.9;High Toxicity;0.02;High Safety;0.09;High Safety;0.2;Medium Safety;0.57;Low Toxicity;1;High Toxicity;0.95;High Toxicity;0.25;Medium Safety
OCc1ccccc1;C03485;17987;Aromatic primary alcohol;0;High Safety;0;High Safety;0.03;High Safety;0;High Safety;0.07;High Safety;0.01;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0.15;High Safety;0.5;Low Toxicity;0.28;Medium Safety;0.91;High Toxicity;0.88;High Toxicity;0.87;High Toxicity;0;High Safety;0.01;High Safety;0.9;High Toxicity;0.02;High Safety;0.09;High Safety;0.2;Medium Safety;0.57;Low Toxicity;1;High Toxicity;0.95;High Toxicity;0.25;Medium Safety
OCCNCCNc1ccc(NCCNCCO)c2C(=O)c3c(O)ccc(O)c3C(=O)c12;C11195;50729;Mitoxantrone;0.03;High Safety;0.05;High Safety;0.3;Medium Safety;0.04;High Safety;0.18;Medium Safety;0.08;High Safety;0.01;High Safety;0.23;Medium Safety;0.07;High Safety;0.43;Low Safety;0.02;High Safety;0.02;High Safety;0.13;High Safety;0.48;Low Safety;1;High Toxicity;0.12;High Safety;0.51;Low Toxicity;0.66;Low Toxicity;0.8;Medium Toxicity;0.64;Low Toxicity;0.02;High Safety;0.34;Low Safety;0.03;High Safety;0.63;Low Toxicity;0.11;High Safety;0.56;Low Toxicity;0.1;High Safety;0.04;High Safety;0.17;Medium Safety;0;High Safety;1;High Toxicity
OCCO;C15588;30742;Glycol;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0.04;High Safety;0.01;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0;High Safety;0.01;High Safety;0;High Safety;0;High Safety;0.15;High Safety;0.5;Low Toxicity;0.1;High Safety;0;High Safety;0.62;Low Toxicity;0.95;High Toxicity;0;High Safety;0.01;High Safety;0.19;Medium Safety;0.02;High Safety;0.35;Low Safety;0.07;High Safety;0.42;Low Safety;0.25;Medium Safety;0.88;High Toxicity;0;High Safety
