ko;genesymbol;genename;cpd;compoundclass;referenceAG;compoundname;enzyme_activity
K21253;fosA;glutathione S-transferase fosA ;C06790;Aliphatic;IARC1;Trichloroethene;transferase
K21253;fosA;glutathione S-transferase fosA ;C06790;Chlorinated;EPA;Trichloroethene;transferase
K21253;fosA;glutathione S-transferase fosA ;C11090;Chlorinated;EPC;Endosulfan;transferase
K21253;fosA;glutathione S-transferase fosA ;C11278;Aromatic;IARC1;Aflatoxin B1exo-8,9-epoxide-GSH;transferase
K21253;fosA;glutathione S-transferase fosA ;C10928;Nitrogen-containing;WFD;Alachlor;transferase
K21253;fosA;glutathione S-transferase fosA ;C11090;Chlorinated;EPA;Endosulfan;transferase
K21253;fosA;glutathione S-transferase fosA ;C06790;Chlorinated;EPC;Trichloroethene;transferase
K21253;fosA;glutathione S-transferase fosA ;C14322;Organophosphorus;ATSDR;Chlorpyrifos;transferase
K21253;fosA;glutathione S-transferase fosA ;C19249;Aliphatic;IARC2B;2,4-Hexadienal;transferase
K21253;fosA;glutathione S-transferase fosA ;C10928;Aromatic;WFD;Alachlor;transferase
K21253;fosA;glutathione S-transferase fosA ;C11088;Organometallic;IARC2A;1,2-Dibromoethane;transferase
K21253;fosA;glutathione S-transferase fosA ;C06790;Aliphatic;PSL;Trichloroethene;transferase
K21253;fosA;glutathione S-transferase fosA ;C11090;Inorganic;ATSDR;Endosulfan;transferase
K21253;fosA;glutathione S-transferase fosA ;C06790;Aliphatic;EPC;Trichloroethene;transferase
K21253;fosA;glutathione S-transferase fosA ;C06790;Chlorinated;IARC1;Trichloroethene;transferase
K21253;fosA;glutathione S-transferase fosA ;C10928;Chlorinated;EPC;Alachlor;transferase
K21253;fosA;glutathione S-transferase fosA ;C14322;Organophosphorus;WFD;Chlorpyrifos;transferase
K21253;fosA;glutathione S-transferase fosA ;C06790;Aliphatic;CONAMA;Trichloroethene;transferase
K21253;fosA;glutathione S-transferase fosA ;C06790;Chlorinated;PSL;Trichloroethene;transferase
K21253;fosA;glutathione S-transferase fosA ;C06790;Chlorinated;CONAMA;Trichloroethene;transferase
K21253;fosA;glutathione S-transferase fosA ;C06790;Aliphatic;ATSDR;Trichloroethene;transferase
K21253;fosA;glutathione S-transferase fosA ;C14449;Aliphatic;IARC2A;Epichlorohydrin;transferase
K21253;fosA;glutathione S-transferase fosA ;C11090;Inorganic;EPC;Endosulfan;transferase
K21253;fosA;glutathione S-transferase fosA ;C14430;Organophosphorus;ATSDR;Dichlorvos;transferase
K21253;fosA;glutathione S-transferase fosA ;C14322;Chlorinated;ATSDR;Chlorpyrifos;transferase
K21253;fosA;glutathione S-transferase fosA ;C14449;Chlorinated;IARC2A;Epichlorohydrin;transferase
K21253;fosA;glutathione S-transferase fosA ;C10928;Aromatic;EPC;Alachlor;transferase
K21253;fosA;glutathione S-transferase fosA ;C11088;Organometallic;ATSDR;1,2-Dibromoethane;transferase
K21253;fosA;glutathione S-transferase fosA ;C14322;Organophosphorus;EPC;Chlorpyrifos;transferase
K21253;fosA;glutathione S-transferase fosA ;C11278;Nitrogen-containing;IARC1;Aflatoxin B1exo-8,9-epoxide-GSH;transferase
K21253;fosA;glutathione S-transferase fosA ;C10928;Nitrogen-containing;EPC;Alachlor;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C14322;Chlorinated;WFD;Chlorpyrifos;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C11090;Inorganic;EPA;Endosulfan;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C01326;Nitrogen-containing;ATSDR;Hydrogen cyanide;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C19586;Aromatic;IARC1;Aflatoxin B1-exo-8,9-epoxide;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C10928;Chlorinated;WFD;Alachlor;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C14430;Chlorinated;IARC2B;Dichlorvos;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C11088;Organometallic;ATSDR;1,2-Dibromoethane;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C14430;Chlorinated;EPC;Dichlorvos;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C11090;Chlorinated;ATSDR;Endosulfan;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C14430;Chlorinated;ATSDR;Dichlorvos;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C14322;Organophosphorus;WFD;Chlorpyrifos;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C11090;Inorganic;ATSDR;Endosulfan;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C06790;Aliphatic;ATSDR;Trichloroethene;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C14430;Organophosphorus;EPC;Dichlorvos;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C11278;Aromatic;IARC1;Aflatoxin B1exo-8,9-epoxide-GSH;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C14430;Organophosphorus;IARC2B;Dichlorvos;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C14322;Organophosphorus;ATSDR;Chlorpyrifos;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C11088;Organometallic;IARC2A;1,2-Dibromoethane;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C14449;Aliphatic;IARC2A;Epichlorohydrin;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C06790;Aliphatic;EPA;Trichloroethene;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C14322;Chlorinated;EPC;Chlorpyrifos;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C11090;Chlorinated;EPC;Endosulfan;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C10984;Chlorinated;EPC;Cypermethrin;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C06790;Chlorinated;PSL;Trichloroethene;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C10984;Nitrogen-containing;EPC;Cypermethrin;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C11090;Inorganic;WFD;Endosulfan;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C06790;Chlorinated;EPC;Trichloroethene;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C06790;Aliphatic;IARC1;Trichloroethene;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C19249;Aliphatic;IARC2B;2,4-Hexadienal;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C11090;Chlorinated;EPA;Endosulfan;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C14449;Chlorinated;IARC2A;Epichlorohydrin;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C11278;Nitrogen-containing;IARC1;Aflatoxin B1exo-8,9-epoxide-GSH;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C10984;Polyaromatic;EPC;Cypermethrin;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C10928;Aromatic;EPC;Alachlor;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C14322;Chlorinated;ATSDR;Chlorpyrifos;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C06790;Chlorinated;CONAMA;Trichloroethene;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C06790;Aliphatic;CONAMA;Trichloroethene;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C10928;Chlorinated;EPC;Alachlor;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C11090;Inorganic;EPC;Endosulfan;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C05371;Aromatic;IARC2B;Microcystin LR;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C14430;Organophosphorus;ATSDR;Dichlorvos;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C06790;Chlorinated;EPA;Trichloroethene;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C06790;Aliphatic;EPC;Trichloroethene;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C11090;Chlorinated;WFD;Endosulfan;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C10928;Nitrogen-containing;EPC;Alachlor;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C06790;Chlorinated;IARC1;Trichloroethene;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C05371;Nitrogen-containing;IARC2B;Microcystin LR;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C11278;Sulfur-containing;IARC1;Aflatoxin B1exo-8,9-epoxide-GSH;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C10928;Aromatic;WFD;Alachlor;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C06790;Aliphatic;PSL;Trichloroethene;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C06790;Chlorinated;ATSDR;Trichloroethene;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C14322;Organophosphorus;EPC;Chlorpyrifos;transferase
K21264;fosA2;glutathione S-transferase fosA2 ;C10928;Nitrogen-containing;WFD;Alachlor;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C14322;Chlorinated;ATSDR;Chlorpyrifos;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C06790;Aliphatic;PSL;Trichloroethene;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C11278;Aromatic;IARC1;Aflatoxin B1exo-8,9-epoxide-GSH;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C10984;Chlorinated;EPC;Cypermethrin;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C14322;Organophosphorus;EPC;Chlorpyrifos;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C19249;Aliphatic;IARC2B;2,4-Hexadienal;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C14430;Chlorinated;EPC;Dichlorvos;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C11090;Chlorinated;EPA;Endosulfan;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C11090;Inorganic;WFD;Endosulfan;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C11090;Chlorinated;EPC;Endosulfan;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C01326;Nitrogen-containing;ATSDR;Hydrogen cyanide;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C11088;Organometallic;IARC2A;1,2-Dibromoethane;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C14449;Chlorinated;IARC2A;Epichlorohydrin;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C11278;Nitrogen-containing;IARC1;Aflatoxin B1exo-8,9-epoxide-GSH;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C06790;Chlorinated;ATSDR;Trichloroethene;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C10984;Nitrogen-containing;EPC;Cypermethrin;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C06790;Aliphatic;CONAMA;Trichloroethene;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C10928;Chlorinated;EPC;Alachlor;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C10928;Aromatic;WFD;Alachlor;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C14322;Organophosphorus;WFD;Chlorpyrifos;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C19586;Aromatic;IARC1;Aflatoxin B1-exo-8,9-epoxide;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C06790;Chlorinated;CONAMA;Trichloroethene;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C11088;Organometallic;ATSDR;1,2-Dibromoethane;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C11090;Chlorinated;ATSDR;Endosulfan;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C06790;Chlorinated;PSL;Trichloroethene;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C05371;Aromatic;IARC2B;Microcystin LR;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C14430;Organophosphorus;ATSDR;Dichlorvos;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C11090;Chlorinated;WFD;Endosulfan;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C10984;Polyaromatic;EPC;Cypermethrin;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C14449;Aliphatic;IARC2A;Epichlorohydrin;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C10928;Aromatic;EPC;Alachlor;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C11090;Inorganic;EPC;Endosulfan;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C11090;Inorganic;ATSDR;Endosulfan;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C14430;Chlorinated;ATSDR;Dichlorvos;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C14322;Organophosphorus;ATSDR;Chlorpyrifos;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C14430;Organophosphorus;IARC2B;Dichlorvos;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C10928;Nitrogen-containing;WFD;Alachlor;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C06790;Aliphatic;EPC;Trichloroethene;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C14430;Organophosphorus;EPC;Dichlorvos;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C06790;Aliphatic;IARC1;Trichloroethene;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C10928;Nitrogen-containing;EPC;Alachlor;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C14322;Chlorinated;EPC;Chlorpyrifos;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C06790;Aliphatic;ATSDR;Trichloroethene;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C10928;Chlorinated;WFD;Alachlor;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C14430;Chlorinated;IARC2B;Dichlorvos;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C11278;Sulfur-containing;IARC1;Aflatoxin B1exo-8,9-epoxide-GSH;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C06790;Aliphatic;EPA;Trichloroethene;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C06790;Chlorinated;IARC1;Trichloroethene;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C11090;Inorganic;EPA;Endosulfan;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C05371;Nitrogen-containing;IARC2B;Microcystin LR;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C06790;Chlorinated;EPA;Trichloroethene;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C06790;Chlorinated;EPC;Trichloroethene;transferase
K21265;fosA5;glutathione S-transferase fosA5 ;C14322;Chlorinated;WFD;Chlorpyrifos;transferase
K21270;ChuaMOX;(R)-mandelonitrile oxidase ;C21329;Nitrogen-containing;WFD;Benzoyl cyanide;oxidase
K21270;ChuaMOX;(R)-mandelonitrile oxidase ;C21329;Aromatic;WFD;Benzoyl cyanide;oxidase
K21281;vlmH;isobutylamine N-monooxygenase ;C19534;Aliphatic;IARC2B;1,1,2,2-Tetrachloroethane;monooxygenase
K21281;vlmH;isobutylamine N-monooxygenase ;C19534;Aliphatic;ATSDR;1,1,2,2-Tetrachloroethane;monooxygenase
K21281;vlmH;isobutylamine N-monooxygenase ;C19534;Chlorinated;ATSDR;1,1,2,2-Tetrachloroethane;monooxygenase
K21281;vlmH;isobutylamine N-monooxygenase ;C19534;Aliphatic;PSL;1,1,2,2-Tetrachloroethane;monooxygenase
K21281;vlmH;isobutylamine N-monooxygenase ;C19534;Aliphatic;EPA;1,1,2,2-Tetrachloroethane;monooxygenase
K21281;vlmH;isobutylamine N-monooxygenase ;C19534;Chlorinated;IARC2B;1,1,2,2-Tetrachloroethane;monooxygenase
K21281;vlmH;isobutylamine N-monooxygenase ;C19534;Chlorinated;PSL;1,1,2,2-Tetrachloroethane;monooxygenase
K21281;vlmH;isobutylamine N-monooxygenase ;C19534;Chlorinated;EPA;1,1,2,2-Tetrachloroethane;monooxygenase
K21286;NTAQ1;protein N-terminal glutamine amidohydrolase ;C00014;Nitrogen-containing;ATSDR;Ammonia;amidohydrolase
K21286;NTAQ1;protein N-terminal glutamine amidohydrolase ;C00014;Nitrogen-containing;PSL;Ammonia;amidohydrolase
K21299;arsAB;nicotinate D-ribonucleotide:phenol phospho-D-ribosyltransferase ;C00146;Aromatic;ATSDR;Phenol;ribosyltransferase
K21299;arsAB;nicotinate D-ribonucleotide:phenol phospho-D-ribosyltransferase ;C00146;Aromatic;CONAMA;Phenol;ribosyltransferase
K21299;arsAB;nicotinate D-ribonucleotide:phenol phospho-D-ribosyltransferase ;C00146;Aromatic;PSL;Phenol;ribosyltransferase
K21299;arsAB;nicotinate D-ribonucleotide:phenol phospho-D-ribosyltransferase ;C00146;Aromatic;EPA;Phenol;ribosyltransferase
K21380;BEAT;acetyl-CoA-benzylalcohol acetyltransferase ;C00556;Aromatic;PSL;Benzyl alcohol;acetyltransferase
K21418;HMOX2;heme oxygenase 2 ;C00237;Inorganic;ATSDR;CO;oxygenase
K21456;GSS;glutathione synthase ;C19302;Aliphatic;IARC2B;Thioacetamide;synthase
K21456;GSS;glutathione synthase ;C19302;Sulfur-containing;IARC2B;Thioacetamide;synthase
K21456;GSS;glutathione synthase ;C19302;Nitrogen-containing;IARC2B;Thioacetamide;synthase
K21480;HO;heme oxygenase (biliverdin-producing, ferredoxin) ;C00237;Inorganic;ATSDR;CO;oxygenase
K21483;SAMT;salicylate 1-O-methyltransferase ;C00805;Aromatic;WFD;Salicylate;methyltransferase
K21483;SAMT;salicylate 1-O-methyltransferase ;C00805;Aromatic;PSL;Salicylate;methyltransferase
K21483;SAMT;salicylate 1-O-methyltransferase ;C00805;Aromatic;ATSDR;Salicylate;methyltransferase
K21483;SAMT;salicylate 1-O-methyltransferase ;C00805;Aromatic;EPC;Salicylate;methyltransferase
K21484;BSMT1;benzoate/salicylate 1-O-methyltransferase ;C00805;Aromatic;EPC;Salicylate;methyltransferase
K21484;BSMT1;benzoate/salicylate 1-O-methyltransferase ;C00805;Aromatic;PSL;Salicylate;methyltransferase
K21484;BSMT1;benzoate/salicylate 1-O-methyltransferase ;C00805;Aromatic;WFD;Salicylate;methyltransferase
K21484;BSMT1;benzoate/salicylate 1-O-methyltransferase ;C00805;Aromatic;ATSDR;Salicylate;methyltransferase
K21550;BMT;5-hydroxyfuranocoumarin 5-O-methyltransferase ;C01557;Aromatic;IARC2A;Bergapten;methyltransferase
K21552;HOL;methyl halide transferase ;C19446;Chlorinated;ATSDR;Methyl chloride;transferase
K21552;HOL;methyl halide transferase ;C18447;Halogenated;EPA;Methyl bromide;transferase
K21552;HOL;methyl halide transferase ;C19446;Aliphatic;ATSDR;Methyl chloride;transferase
K21552;HOL;methyl halide transferase ;C18447;Aliphatic;EPA;Methyl bromide;transferase
K21552;HOL;methyl halide transferase ;C19446;Aliphatic;EPA;Methyl chloride;transferase
K21552;HOL;methyl halide transferase ;C19446;Chlorinated;EPA;Methyl chloride;transferase
K21567;fnr;ferredoxin/flavodoxin---NADP+ reductase ;C10312;Aromatic;IARC2B;Danthron;reductase
K21569;camC;camphor 5-monooxygenase ;C19425;Polyaromatic;ATSDR;Fluoranthene;monooxygenase
K21569;camC;camphor 5-monooxygenase ;C19425;Polyaromatic;WFD;Fluoranthene;monooxygenase
K21569;camC;camphor 5-monooxygenase ;C14336;Chlorinated;IARC2B;1,2-Dibromo-3-chloropropane;monooxygenase
K21569;camC;camphor 5-monooxygenase ;C19397;Aromatic;EPA;1,3-Dichlorobenzene;monooxygenase
K21569;camC;camphor 5-monooxygenase ;C19397;Chlorinated;EPA;1,3-Dichlorobenzene;monooxygenase
K21569;camC;camphor 5-monooxygenase ;C14336;Halogenated;IARC2B;1,2-Dibromo-3-chloropropane;monooxygenase
K21569;camC;camphor 5-monooxygenase ;C14328;Chlorinated;PSL;1,2-Dichlorobenzene;monooxygenase
K21569;camC;camphor 5-monooxygenase ;C14328;Aromatic;CONAMA;1,2-Dichlorobenzene;monooxygenase
K21569;camC;camphor 5-monooxygenase ;C14328;Chlorinated;EPA;1,2-Dichlorobenzene;monooxygenase
K21569;camC;camphor 5-monooxygenase ;C19397;Chlorinated;ATSDR;1,3-Dichlorobenzene;monooxygenase
K21569;camC;camphor 5-monooxygenase ;C14328;Aromatic;EPA;1,2-Dichlorobenzene;monooxygenase
K21569;camC;camphor 5-monooxygenase ;C14328;Aromatic;ATSDR;1,2-Dichlorobenzene;monooxygenase
K21569;camC;camphor 5-monooxygenase ;C14336;Chlorinated;ATSDR;1,2-Dibromo-3-chloropropane;monooxygenase
K21569;camC;camphor 5-monooxygenase ;C14328;Chlorinated;CONAMA;1,2-Dichlorobenzene;monooxygenase
K21569;camC;camphor 5-monooxygenase ;C19397;Aromatic;ATSDR;1,3-Dichlorobenzene;monooxygenase
K21569;camC;camphor 5-monooxygenase ;C14328;Aromatic;PSL;1,2-Dichlorobenzene;monooxygenase
K21569;camC;camphor 5-monooxygenase ;C14336;Halogenated;ATSDR;1,2-Dibromo-3-chloropropane;monooxygenase
K21569;camC;camphor 5-monooxygenase ;C19425;Polyaromatic;EPC;Fluoranthene;monooxygenase
K21569;camC;camphor 5-monooxygenase ;C19397;Aromatic;CONAMA;1,3-Dichlorobenzene;monooxygenase
K21569;camC;camphor 5-monooxygenase ;C19425;Polyaromatic;EPA;Fluoranthene;monooxygenase
K21569;camC;camphor 5-monooxygenase ;C14462;Aromatic;CONAMA;3,4-Dichlorophenol;monooxygenase
K21569;camC;camphor 5-monooxygenase ;C14328;Chlorinated;ATSDR;1,2-Dichlorobenzene;monooxygenase
K21569;camC;camphor 5-monooxygenase ;C14462;Chlorinated;CONAMA;3,4-Dichlorophenol;monooxygenase
K21569;camC;camphor 5-monooxygenase ;C19397;Chlorinated;CONAMA;1,3-Dichlorobenzene;monooxygenase
K21576;grdD;glycine/sarcosine/betaine reductase complex component C subunit alpha ;C00014;Nitrogen-containing;PSL;Ammonia;reductase
K21576;grdD;glycine/sarcosine/betaine reductase complex component C subunit alpha ;C00014;Nitrogen-containing;ATSDR;Ammonia;reductase
K21577;grdC;glycine/sarcosine/betaine reductase complex component C subunit beta ;C00014;Nitrogen-containing;ATSDR;Ammonia;reductase
K21577;grdC;glycine/sarcosine/betaine reductase complex component C subunit beta ;C00014;Nitrogen-containing;PSL;Ammonia;reductase
K21589;cadD;cAMP deaminase ;C00014;Nitrogen-containing;ATSDR;Ammonia;deaminase
K21589;cadD;cAMP deaminase ;C00014;Nitrogen-containing;PSL;Ammonia;deaminase
K21593;triA;melamine deaminase ;C08737;Aliphatic;IARC2B;Melamine;deaminase
K21593;triA;melamine deaminase ;C08737;Nitrogen-containing;IARC2B;Melamine;deaminase
K21593;triA;melamine deaminase ;C00014;Nitrogen-containing;PSL;Ammonia;deaminase
K21593;triA;melamine deaminase ;C00014;Nitrogen-containing;ATSDR;Ammonia;deaminase
K21610;cfbC;Ni-sirohydrochlorin a,c-diamide reductive cyclase subunit CfbC ;C21511;Nitrogen-containing;PSL;Nickel-sirohydrochlorin a,c-diamide;cyclase
K21610;cfbC;Ni-sirohydrochlorin a,c-diamide reductive cyclase subunit CfbC ;C21511;Metal;PSL;Nickel-sirohydrochlorin a,c-diamide;cyclase
K21610;cfbC;Ni-sirohydrochlorin a,c-diamide reductive cyclase subunit CfbC ;C21511;Organometallic;PSL;Nickel-sirohydrochlorin a,c-diamide;cyclase
K21611;cfbD;Ni-sirohydrochlorin a,c-diamide reductive cyclase subunit CfbD ;C21511;Organometallic;PSL;Nickel-sirohydrochlorin a,c-diamide;cyclase
K21611;cfbD;Ni-sirohydrochlorin a,c-diamide reductive cyclase subunit CfbD ;C21511;Metal;PSL;Nickel-sirohydrochlorin a,c-diamide;cyclase
K21611;cfbD;Ni-sirohydrochlorin a,c-diamide reductive cyclase subunit CfbD ;C21511;Nitrogen-containing;PSL;Nickel-sirohydrochlorin a,c-diamide;cyclase
K21620;sorbD;galactitol 2-dehydrogenase ;C00038;Metal;EPA;Zinc cation;dehydrogenase
